,Elapsed Time (sec),Left Stride Interval (sec),Right Stride Interval (sec),Left Swing Interval (sec),Right Swing Interval (sec),Left Swing Interval (% of stride),Right Swing Interval (% of stride),Left Stance Interval (sec),Right Stance Interval (sec),Left Stance Interval (% of stride),Right Stance Interval (% of stride),Double Support Interval (sec),Double Support Interval (% of stride),group,participant,gait
4189,126.01,1.0467,1.0433,0.4,0.3867,38.22,37.06,0.6467,0.6567,61.78,62.94,0.26,24.84,control,control7,0.5225
4190,127.07,1.06,1.0567,0.3967,0.3867,37.42,36.59,0.6633,0.67,62.58,63.41,0.2767,26.1,control,control7,0.529175
4191,128.1167,1.0467,1.0667,0.39,0.4033,37.26,37.81,0.6567,0.6633,62.74,62.19,0.2533,24.2,control,control7,0.52835
4192,129.17,1.0533,1.0333,0.4033,0.38,38.29,36.77,0.65,0.6533,61.71,63.23,0.27,25.63,control,control7,0.52165
4193,130.2167,1.0467,1.06,0.3867,0.3933,36.94,37.11,0.66,0.6667,63.06,62.89,0.2667,25.48,control,control7,0.526675
4194,131.2567,1.04,1.03,0.39,0.3733,37.5,36.25,0.65,0.6567,62.5,63.75,0.2767,26.6,control,control7,0.5175000000000001
4195,132.3067,1.05,1.0567,0.3967,0.3833,37.78,36.28,0.6533,0.6733,62.22,63.72,0.27,25.71,control,control7,0.526675
4196,133.3467,1.04,1.0333,0.4,0.3833,38.46,37.1,0.64,0.65,61.54,62.9,0.2567,24.68,control,control7,0.518325
4197,134.4133,1.0667,1.0633,0.41,0.3967,38.44,37.3,0.6567,0.6667,61.56,62.7,0.26,24.38,control,control7,0.5325
4198,135.4533,1.04,1.0467,0.3933,0.3833,37.82,36.62,0.6467,0.6633,62.18,63.38,0.2633,25.32,control,control7,0.521675
4199,136.5267,1.0733,1.06,0.41,0.3933,38.2,37.11,0.6633,0.6667,61.8,62.89,0.27,25.16,control,control7,0.533325
4200,137.58,1.0533,1.0667,0.3967,0.39,37.66,36.56,0.6567,0.6767,62.34,63.44,0.2667,25.32,control,control7,0.53
4201,138.6333,1.0533,1.0467,0.3933,0.3867,37.34,36.94,0.66,0.66,62.66,63.06,0.2733,25.95,control,control7,0.5249999999999999
4202,139.6933,1.06,1.0667,0.3967,0.3933,37.42,36.88,0.6633,0.6733,62.58,63.12,0.27,25.47,control,control7,0.531675
4203,140.7533,1.06,1.05,0.4033,0.3833,38.05,36.51,0.6567,0.6667,61.95,63.49,0.2733,25.79,control,control7,0.5275000000000001
4204,141.8,1.0467,1.0567,0.3833,0.3767,36.62,35.65,0.6633,0.68,63.38,64.35,0.2867,27.39,control,control7,0.5258499999999999
4205,142.8567,1.0567,1.05,0.3967,0.3833,37.54,36.51,0.66,0.6667,62.46,63.49,0.2767,26.18,control,control7,0.526675
4206,143.9067,1.05,1.0667,0.3933,0.4,37.46,37.5,0.6567,0.6667,62.54,62.5,0.2567,24.44,control,control7,0.529175
4207,144.9933,1.0867,1.0667,0.4033,0.41,37.12,38.44,0.6833,0.6567,62.88,61.56,0.2733,25.15,control,control7,0.53835
4208,146.0533,1.06,1.08,0.3967,0.4,37.42,37.04,0.6633,0.68,62.58,62.96,0.2633,24.84,control,control7,0.535
4209,147.1367,1.0833,1.05,0.4067,0.39,37.54,37.14,0.6767,0.66,62.46,62.86,0.2867,26.46,control,control7,0.533325
4210,148.19,1.0533,1.0867,0.3867,0.3967,36.71,36.5,0.6667,0.69,63.29,63.5,0.27,25.63,control,control7,0.5349999999999999
4211,149.2633,1.0733,1.0533,0.3967,0.39,36.96,37.03,0.6767,0.6633,63.04,62.97,0.2867,26.71,control,control7,0.53165
4212,150.3167,1.0533,1.0533,0.3967,0.38,37.66,36.08,0.6567,0.6733,62.34,63.92,0.2767,26.27,control,control7,0.52665
4213,151.3833,1.0667,1.06,0.4033,0.3867,37.81,36.48,0.6633,0.6733,62.19,63.52,0.2767,25.94,control,control7,0.531675
4214,152.43,1.0467,1.0667,0.39,0.3933,37.26,36.88,0.6567,0.6733,62.74,63.12,0.2633,25.16,control,control7,0.52835
4215,153.4833,1.0533,1.0467,0.3967,0.39,37.66,37.26,0.6567,0.6567,62.34,62.74,0.2667,25.32,control,control7,0.5249999999999999
4216,154.5467,1.0633,1.0633,0.39,0.3867,36.68,36.36,0.6733,0.6767,63.32,63.64,0.2867,26.96,control,control7,0.53165
4217,155.61,1.0633,1.06,0.3967,0.3867,37.3,36.48,0.6667,0.6733,62.7,63.52,0.28,26.33,control,control7,0.530825
4218,156.67,1.06,1.0567,0.4,0.3833,37.74,36.28,0.66,0.6733,62.26,63.72,0.2767,26.1,control,control7,0.529175
4219,157.7533,1.0833,1.0733,0.4,0.3967,36.92,36.96,0.6833,0.6767,63.08,63.04,0.2867,26.46,control,control7,0.53915
4220,158.83,1.0767,1.0867,0.3967,0.39,36.84,35.89,0.68,0.6967,63.16,64.11,0.29,26.93,control,control7,0.54085
4221,159.9,1.07,1.0667,0.4,0.3867,37.38,36.25,0.67,0.68,62.62,63.75,0.2833,26.48,control,control7,0.5341750000000001
4222,160.9867,1.0867,1.0767,0.4133,0.3967,38.04,36.84,0.6733,0.68,61.96,63.16,0.2767,25.46,control,control7,0.54085
4223,162.0467,1.06,1.08,0.3967,0.3933,37.42,36.42,0.6633,0.6867,62.58,63.58,0.27,25.47,control,control7,0.535
4224,163.1233,1.0767,1.07,0.4033,0.3933,37.46,36.76,0.6733,0.6767,62.54,63.24,0.28,26.01,control,control7,0.536675
4225,164.1967,1.0733,1.0733,0.3967,0.4,36.96,37.27,0.6767,0.6733,63.04,62.73,0.2767,25.78,control,control7,0.53665
4226,165.32,1.1233,1.0933,0.4067,0.4067,36.2,37.2,0.7167,0.6867,63.8,62.8,0.31,27.6,control,control7,0.5541499999999999
4227,166.5467,1.2267,1.1667,0.4367,0.45,35.6,38.57,0.79,0.7167,64.4,61.43,0.34,27.72,control,control7,0.5983499999999999
4228,167.7433,1.1967,1.2433,0.4067,0.46,33.98,37.0,0.79,0.7833,66.02,63.0,0.33,27.58,control,control7,0.6100000000000001
4229,168.8533,1.11,1.1433,0.4067,0.4133,36.64,36.15,0.7033,0.73,63.36,63.85,0.29,26.13,control,control7,0.5633250000000001
4230,169.9267,1.0733,1.09,0.3933,0.4,36.65,36.7,0.68,0.69,63.35,63.3,0.28,26.09,control,control7,0.540825
4231,170.9967,1.07,1.0533,0.3967,0.3833,37.07,36.39,0.6733,0.67,62.93,63.61,0.29,27.1,control,control7,0.530825
4232,172.07,1.0733,1.07,0.3933,0.37,36.65,34.58,0.68,0.7,63.35,65.42,0.31,28.88,control,control7,0.535825
4233,173.1333,1.0633,1.08,0.39,0.3867,36.68,35.8,0.6733,0.6933,63.32,64.2,0.2867,26.96,control,control7,0.535825
4234,174.1833,1.05,1.0667,0.3967,0.3933,37.78,36.88,0.6533,0.6733,62.22,63.12,0.26,24.76,control,control7,0.529175
4235,175.2433,1.06,1.0433,0.4,0.3967,37.74,38.02,0.66,0.6467,62.26,61.98,0.2633,24.84,control,control7,0.525825
4236,176.2867,1.0433,1.04,0.3967,0.37,38.02,35.58,0.6467,0.67,61.98,64.42,0.2767,26.52,control,control7,0.520825
4237,177.35,1.0633,1.0633,0.4033,0.3967,37.93,37.3,0.66,0.6667,62.07,62.7,0.2633,24.76,control,control7,0.53165
4238,178.4133,1.0633,1.05,0.41,0.38,38.56,36.19,0.6533,0.67,61.44,63.81,0.2733,25.71,control,control7,0.5283249999999999
4239,179.45,1.0367,1.0667,0.3933,0.3867,37.94,36.25,0.6433,0.68,62.06,63.75,0.2567,24.76,control,control7,0.5258499999999999
4240,180.5067,1.0567,1.0333,0.4067,0.3833,38.49,37.1,0.65,0.65,61.51,62.9,0.2667,25.24,control,control7,0.5225
4241,181.57,1.0633,1.07,0.3967,0.3833,37.3,35.83,0.6667,0.6867,62.7,64.17,0.2833,26.65,control,control7,0.533325
4242,182.62,1.05,1.0467,0.39,0.3733,37.14,35.67,0.66,0.6733,62.86,64.33,0.2867,27.3,control,control7,0.5241750000000001
4243,183.6933,1.0733,1.07,0.4033,0.3967,37.58,37.07,0.67,0.6733,62.42,62.93,0.2733,25.47,control,control7,0.535825
4244,184.7667,1.0733,1.0767,0.4067,0.39,37.89,36.22,0.6667,0.6867,62.11,63.78,0.2767,25.78,control,control7,0.5375
4245,185.8433,1.0767,1.0767,0.4,0.39,37.15,36.22,0.6767,0.6867,62.85,63.78,0.2867,26.63,control,control7,0.53835
4246,186.89,1.0467,1.07,0.3833,0.3933,36.62,36.76,0.6633,0.6767,63.38,63.24,0.27,25.8,control,control7,0.529175
4247,187.9467,1.0567,1.0433,0.3967,0.3867,37.54,37.06,0.66,0.6567,62.46,62.94,0.2733,25.87,control,control7,0.5249999999999999
4248,188.9967,1.05,1.0467,0.39,0.3733,37.14,35.67,0.66,0.6733,62.86,64.33,0.2867,27.3,control,control7,0.5241750000000001
4249,190.05,1.0533,1.0533,0.39,0.38,37.03,36.08,0.6633,0.6733,62.97,63.92,0.2833,26.9,control,control7,0.52665
4250,191.12,1.07,1.0533,0.4067,0.3767,38.01,35.76,0.6633,0.6767,61.99,64.24,0.2867,26.79,control,control7,0.530825
4251,192.1833,1.0633,1.0833,0.39,0.39,36.68,36.0,0.6733,0.6933,63.32,64.0,0.2833,26.65,control,control7,0.53665
4252,193.26,1.0767,1.0633,0.4033,0.39,37.46,36.68,0.6733,0.6733,62.54,63.32,0.2833,26.32,control,control7,0.5349999999999999
4253,194.3033,1.0433,1.0567,0.3933,0.3767,37.7,35.65,0.65,0.68,62.3,64.35,0.2733,26.2,control,control7,0.5249999999999999
4254,195.37,1.0667,1.0633,0.3967,0.3967,37.19,37.3,0.67,0.6667,62.81,62.7,0.2733,25.62,control,control7,0.5325
4255,196.44,1.07,1.0633,0.4,0.39,37.38,36.68,0.67,0.6733,62.62,63.32,0.28,26.17,control,control7,0.533325
4256,197.5067,1.0667,1.07,0.3967,0.3933,37.19,36.76,0.67,0.6767,62.81,63.24,0.2767,25.94,control,control7,0.5341750000000001
4257,198.5567,1.05,1.0433,0.3933,0.37,37.46,35.46,0.6567,0.6733,62.54,64.54,0.2867,27.3,control,control7,0.523325
4258,199.61,1.0533,1.0533,0.3967,0.37,37.66,35.13,0.6567,0.6833,62.34,64.87,0.2867,27.22,control,control7,0.52665
4259,200.67,1.06,1.07,0.39,0.3867,36.79,36.14,0.67,0.6833,63.21,63.86,0.2833,26.73,control,control7,0.5325
4260,201.7433,1.0733,1.0633,0.4033,0.38,37.58,35.74,0.67,0.6833,62.42,64.26,0.29,27.02,control,control7,0.5341499999999999
4261,202.82,1.0767,1.08,0.4,0.3933,37.15,36.42,0.6767,0.6867,62.85,63.58,0.2833,26.32,control,control7,0.539175
4262,203.8833,1.0633,1.0667,0.4033,0.39,37.93,36.56,0.66,0.6767,62.07,63.44,0.27,25.39,control,control7,0.5325
4263,204.9233,1.04,1.0533,0.39,0.3833,37.5,36.39,0.65,0.67,62.5,63.61,0.2667,25.64,control,control7,0.523325
4264,205.99,1.0667,1.04,0.4067,0.3767,38.12,36.22,0.66,0.6633,61.88,63.78,0.2833,26.56,control,control7,0.526675
4265,207.06,1.07,1.08,0.3967,0.3867,37.07,35.8,0.6733,0.6933,62.93,64.2,0.2867,26.79,control,control7,0.5375000000000001
4266,208.1233,1.0633,1.07,0.3967,0.3933,37.3,36.76,0.6667,0.6767,62.7,63.24,0.2733,25.71,control,control7,0.533325
4267,209.19,1.0667,1.0567,0.4033,0.3867,37.81,36.59,0.6633,0.67,62.19,63.41,0.2767,25.94,control,control7,0.53085
4268,210.2467,1.0567,1.06,0.3967,0.38,37.54,35.85,0.66,0.68,62.46,64.15,0.28,26.5,control,control7,0.529175
4269,211.3067,1.06,1.0733,0.3967,0.39,37.42,36.34,0.6633,0.6833,62.58,63.66,0.2733,25.79,control,control7,0.533325
4270,212.3733,1.0667,1.0533,0.3933,0.3767,36.88,35.76,0.6733,0.6767,63.12,64.24,0.2967,27.81,control,control7,0.53
4271,213.4567,1.0833,1.07,0.41,0.3833,37.85,35.83,0.6733,0.6867,62.15,64.17,0.29,26.77,control,control7,0.5383249999999999
4272,214.5233,1.0667,1.0767,0.4033,0.39,37.81,36.22,0.6633,0.6867,62.19,63.78,0.2733,25.62,control,control7,0.5358499999999999
4273,215.5767,1.0533,1.0533,0.3933,0.3733,37.34,35.44,0.66,0.68,62.66,64.56,0.2867,27.22,control,control7,0.52665
4274,216.6267,1.05,1.0733,0.3867,0.3867,36.83,36.02,0.6633,0.6867,63.17,63.98,0.2767,26.35,control,control7,0.530825
4275,217.6833,1.0567,1.0333,0.3933,0.3733,37.22,36.13,0.6633,0.66,62.78,63.87,0.29,27.44,control,control7,0.5225
4276,218.7833,1.1,1.08,0.4167,0.3933,37.88,36.42,0.6833,0.6867,62.12,63.58,0.29,26.36,control,control7,0.545
4277,219.8567,1.0733,1.0867,0.4067,0.3867,37.89,35.58,0.6667,0.7,62.11,64.42,0.28,26.09,control,control7,0.54
4278,220.9233,1.0667,1.0767,0.3967,0.3933,37.19,36.53,0.67,0.6833,62.81,63.47,0.2767,25.94,control,control7,0.5358499999999999
4279,222.0433,1.12,1.1,0.41,0.4067,36.61,36.97,0.71,0.6933,63.39,63.03,0.3033,27.08,control,control7,0.555
4280,223.1833,1.14,1.1167,0.4133,0.42,36.26,37.61,0.7267,0.6967,63.74,62.39,0.3067,26.9,control,control7,0.564175
4281,224.3667,1.1833,1.18,0.4233,0.4567,35.77,38.7,0.76,0.7233,64.23,61.3,0.3033,25.63,control,control7,0.5908249999999999
4282,225.5033,1.1367,1.1667,0.4133,0.4267,36.36,36.57,0.7233,0.74,63.64,63.43,0.2967,26.1,control,control7,0.57585
4283,226.5833,1.08,1.0933,0.41,0.4033,37.96,36.89,0.67,0.69,62.04,63.11,0.2667,24.69,control,control7,0.5433250000000001
4284,227.6633,1.08,1.0733,0.4067,0.3967,37.65,36.96,0.6733,0.6767,62.35,63.04,0.2767,25.62,control,control7,0.5383249999999999
4285,228.7633,1.1,1.1067,0.4067,0.4033,36.97,36.45,0.6933,0.7033,63.03,63.55,0.29,26.36,control,control7,0.551675
4286,229.85,1.0867,1.0933,0.4067,0.4067,37.42,37.2,0.68,0.6867,62.58,62.8,0.2733,25.15,control,control7,0.5449999999999999
4287,230.9267,1.0767,1.0567,0.4133,0.3867,38.39,36.59,0.6633,0.67,61.61,63.41,0.2767,25.7,control,control7,0.53335
4288,231.9967,1.07,1.09,0.4,0.4033,37.38,37.0,0.67,0.6867,62.62,63.0,0.2667,24.92,control,control7,0.54
4289,233.0467,1.05,1.0667,0.3833,0.39,36.51,36.56,0.6667,0.6767,63.49,63.44,0.2767,26.35,control,control7,0.529175
4290,234.1267,1.08,1.06,0.4133,0.3967,38.27,37.42,0.6667,0.6633,61.73,62.58,0.27,25.0,control,control7,0.535
4291,235.2033,1.0767,1.0867,0.4033,0.4033,37.46,37.12,0.6733,0.6833,62.54,62.88,0.27,25.08,control,control7,0.54085
4292,236.2567,1.0533,1.04,0.4067,0.3833,38.61,36.86,0.6467,0.6567,61.39,63.14,0.2633,25.0,control,control7,0.523325
4293,237.31,1.0533,1.07,0.4033,0.3967,38.29,37.07,0.65,0.6733,61.71,62.93,0.2533,24.05,control,control7,0.530825
4294,238.3533,1.0433,1.04,0.3933,0.38,37.7,36.54,0.65,0.66,62.3,63.46,0.27,25.88,control,control7,0.520825
4295,239.4233,1.07,1.0667,0.4033,0.4033,37.69,37.81,0.6667,0.6633,62.31,62.19,0.2633,24.61,control,control7,0.5341750000000001
4296,240.4633,1.04,1.04,0.3967,0.37,38.14,35.58,0.6433,0.67,61.86,64.42,0.2733,26.28,control,control7,0.52
4297,241.5033,1.04,1.0567,0.3933,0.3933,37.82,37.22,0.6467,0.6633,62.18,62.78,0.2533,24.36,control,control7,0.5241750000000001
4298,242.5467,1.0433,1.0333,0.3933,0.3833,37.7,37.1,0.65,0.65,62.3,62.9,0.2667,25.56,control,control7,0.51915
4299,243.6,1.0533,1.0567,0.3933,0.39,37.34,36.91,0.66,0.6667,62.66,63.09,0.27,25.63,control,control7,0.5275
4300,244.6667,1.0667,1.05,0.4,0.3933,37.5,37.46,0.6667,0.6567,62.5,62.54,0.2733,25.62,control,control7,0.529175
4301,245.7133,1.0467,1.0733,0.3933,0.3933,37.58,36.65,0.6533,0.68,62.42,63.35,0.26,24.84,control,control7,0.53
4302,246.7733,1.06,1.0267,0.4067,0.38,38.36,37.01,0.6533,0.6467,61.64,62.99,0.2733,25.79,control,control7,0.521675
4303,247.83,1.0567,1.0767,0.3867,0.3933,36.59,36.53,0.67,0.6833,63.41,63.47,0.2767,26.18,control,control7,0.53335
4304,248.89,1.06,1.0533,0.3867,0.39,36.48,37.03,0.6733,0.6633,63.52,62.97,0.2833,26.73,control,control7,0.5283249999999999
4305,249.95,1.06,1.0567,0.3933,0.3867,37.11,36.59,0.6667,0.67,62.89,63.41,0.28,26.42,control,control7,0.529175
4306,251.0067,1.0567,1.0733,0.39,0.4,36.91,37.27,0.6667,0.6733,63.09,62.73,0.2667,25.24,control,control7,0.5325
4307,252.0667,1.06,1.0433,0.3933,0.3867,37.11,37.06,0.6667,0.6567,62.89,62.94,0.28,26.42,control,control7,0.525825
4308,253.1133,1.0467,1.0633,0.3833,0.39,36.62,36.68,0.6633,0.6733,63.38,63.32,0.2733,26.11,control,control7,0.5275
4309,254.1767,1.0633,1.0467,0.4067,0.3867,38.24,36.94,0.6567,0.66,61.76,63.06,0.27,25.39,control,control7,0.5275
4310,255.21,1.0333,1.0533,0.3833,0.38,37.1,36.08,0.65,0.6733,62.9,63.92,0.27,26.13,control,control7,0.52165
4311,256.2667,1.0567,1.0333,0.4,0.3767,37.85,36.45,0.6567,0.6567,62.15,63.55,0.28,26.5,control,control7,0.5225
4312,257.3167,1.05,1.07,0.3933,0.3967,37.46,37.07,0.6567,0.6733,62.54,62.93,0.26,24.76,control,control7,0.53
4313,258.37,1.0533,1.0533,0.39,0.3933,37.03,37.34,0.6633,0.66,62.97,62.66,0.27,25.63,control,control7,0.52665
4314,259.4167,1.0467,1.0567,0.3867,0.3967,36.94,37.54,0.66,0.66,63.06,62.46,0.2633,25.16,control,control7,0.5258499999999999
4315,260.49,1.0733,1.04,0.4033,0.39,37.58,37.5,0.67,0.65,62.42,62.5,0.28,26.09,control,control7,0.5283249999999999
4316,261.54,1.05,1.0833,0.38,0.4,36.19,36.92,0.67,0.6833,63.81,63.08,0.27,25.71,control,control7,0.533325
4317,262.6133,1.0733,1.0533,0.4,0.4,37.27,37.97,0.6733,0.6533,62.73,62.03,0.2733,25.47,control,control7,0.53165
4318,263.68,1.0667,1.0533,0.4067,0.3933,38.12,37.34,0.66,0.66,61.88,62.66,0.2667,25.0,control,control7,0.53
4319,264.7467,1.0667,1.08,0.4067,0.4033,38.12,37.35,0.66,0.6767,61.88,62.65,0.2567,24.06,control,control7,0.536675
4320,265.7867,1.04,1.05,0.3867,0.3867,37.18,36.83,0.6533,0.6633,62.82,63.17,0.2667,25.64,control,control7,0.5225
4321,266.8233,1.0367,1.04,0.3833,0.3833,36.98,36.86,0.6533,0.6567,63.02,63.14,0.27,26.05,control,control7,0.5191749999999999
4322,267.9067,1.0833,1.0533,0.4133,0.39,38.15,37.03,0.67,0.6633,61.85,62.97,0.28,25.85,control,control7,0.5341499999999999
4323,268.9667,1.06,1.07,0.4,0.3867,37.74,36.14,0.66,0.6833,62.26,63.86,0.2733,25.79,control,control7,0.5325
4324,270.0067,1.04,1.0567,0.3833,0.3867,36.86,36.59,0.6567,0.67,63.14,63.41,0.27,25.96,control,control7,0.5241750000000001
4325,271.0767,1.07,1.05,0.4,0.3867,37.38,36.83,0.67,0.6633,62.62,63.17,0.2833,26.48,control,control7,0.53
4326,272.1433,1.0667,1.07,0.3967,0.39,37.19,36.45,0.67,0.68,62.81,63.55,0.28,26.25,control,control7,0.5341750000000001
4327,273.2,1.0567,1.0533,0.3967,0.3733,37.54,35.44,0.66,0.68,62.46,64.56,0.2867,27.13,control,control7,0.5275
4328,274.2833,1.0833,1.0833,0.4,0.4033,36.92,37.23,0.6833,0.68,63.08,62.77,0.28,25.85,control,control7,0.54165
4329,275.3667,1.0833,1.0767,0.4133,0.3967,38.15,36.84,0.67,0.68,61.85,63.16,0.2733,25.23,control,control7,0.54
4330,276.45,1.0833,1.09,0.3967,0.4067,36.62,37.31,0.6867,0.6833,63.38,62.69,0.28,25.85,control,control7,0.5433250000000001
4331,277.5233,1.0733,1.07,0.3867,0.39,36.02,36.45,0.6867,0.68,63.98,63.55,0.2967,27.64,control,control7,0.535825
4332,278.6433,1.12,1.1033,0.4067,0.4,36.31,36.25,0.7133,0.7033,63.69,63.75,0.3133,27.98,control,control7,0.555825
4333,279.8133,1.17,1.1433,0.4133,0.4367,35.33,38.19,0.7567,0.7067,64.67,61.81,0.32,27.35,control,control7,0.578325
4334,280.9967,1.1833,1.19,0.4133,0.4533,34.93,38.1,0.77,0.7367,65.07,61.9,0.3167,26.76,control,control7,0.593325
4335,282.0933,1.0967,1.1167,0.4,0.3967,36.47,35.52,0.6967,0.72,63.53,64.48,0.3,27.36,control,control7,0.55335
4336,283.16,1.0667,1.0933,0.4,0.4033,37.5,36.89,0.6667,0.69,62.5,63.11,0.2633,24.69,control,control7,0.54
4337,284.2067,1.0467,1.0533,0.3833,0.3833,36.62,36.39,0.6633,0.67,63.38,63.61,0.28,26.75,control,control7,0.5249999999999999
4338,285.2733,1.0667,1.06,0.3833,0.39,35.94,36.79,0.6833,0.67,64.06,63.21,0.2933,27.5,control,control7,0.531675
4339,286.37,1.0967,1.0833,0.41,0.4,37.39,36.92,0.6867,0.6833,62.61,63.08,0.2867,26.14,control,control7,0.5449999999999999
4340,287.4533,1.0833,1.0833,0.4033,0.3967,37.23,36.62,0.68,0.6867,62.77,63.38,0.2833,26.15,control,control7,0.54165
4341,288.53,1.0767,1.0967,0.3933,0.41,36.53,37.39,0.6833,0.6867,63.47,62.61,0.2733,25.39,control,control7,0.54335
4342,289.5833,1.0533,1.0467,0.3967,0.38,37.66,36.31,0.6567,0.6667,62.34,63.69,0.2767,26.27,control,control7,0.5249999999999999
4343,290.66,1.0767,1.0567,0.4033,0.38,37.46,35.96,0.6733,0.6767,62.54,64.04,0.2933,27.24,control,control7,0.53335
4344,291.72,1.06,1.0733,0.3933,0.38,37.11,35.4,0.6667,0.6933,62.89,64.6,0.2867,27.04,control,control7,0.533325
4345,292.8,1.08,1.08,0.4033,0.3967,37.35,36.73,0.6767,0.6833,62.65,63.27,0.28,25.93,control,control7,0.54
4346,293.8567,1.0567,1.06,0.3967,0.3833,37.54,36.16,0.66,0.6767,62.46,63.84,0.2767,26.18,control,control7,0.529175
4347,294.9233,1.0667,1.0667,0.3933,0.3867,36.88,36.25,0.6733,0.68,63.12,63.75,0.2867,26.88,control,control7,0.53335
4348,295.9867,1.0633,1.0633,0.3933,0.3867,36.99,36.36,0.67,0.6767,63.01,63.64,0.2833,26.65,control,control7,0.53165
4349,297.0467,1.06,1.06,0.3933,0.38,37.11,35.85,0.6667,0.68,62.89,64.15,0.2867,27.04,control,control7,0.53
4350,298.0967,1.05,1.0367,0.39,0.3567,37.14,34.41,0.66,0.68,62.86,65.59,0.3033,28.89,control,control7,0.521675
4351,299.1533,1.0567,1.0767,0.3933,0.3833,37.22,35.6,0.6633,0.6933,62.78,64.4,0.28,26.5,control,control7,0.53335
4352,21.8733,1.08,1.07,0.3933,0.3867,36.42,36.14,0.6867,0.6833,63.58,63.86,0.3,27.78,control,control8,0.5375000000000001
4353,22.95,1.0767,1.0733,0.3967,0.3933,36.84,36.65,0.68,0.68,63.16,63.35,0.2867,26.63,control,control8,0.5375
4354,24.0133,1.0633,1.0833,0.3867,0.4,36.36,36.92,0.6767,0.6833,63.64,63.08,0.2767,26.02,control,control8,0.53665
4355,25.1,1.0867,1.0733,0.3967,0.4033,36.5,37.58,0.69,0.67,63.5,62.42,0.2867,26.38,control,control8,0.54
4356,26.1633,1.0633,1.0767,0.3767,0.4,35.42,37.15,0.6867,0.6767,64.58,62.85,0.2867,26.96,control,control8,0.5349999999999999
4357,27.21,1.0467,1.0367,0.39,0.3667,37.26,35.37,0.6567,0.67,62.74,64.63,0.29,27.71,control,control8,0.52085
4358,28.26,1.05,1.07,0.3733,0.39,35.56,36.45,0.6767,0.68,64.44,63.55,0.2867,27.3,control,control8,0.53
4359,29.31,1.05,1.05,0.37,0.3933,35.24,37.46,0.68,0.6567,64.76,62.54,0.2867,27.3,control,control8,0.525
4360,30.34,1.03,1.03,0.38,0.38,36.89,36.89,0.65,0.65,63.11,63.11,0.27,26.21,control,control8,0.515
4361,31.3433,1.0033,1.0133,0.36,0.3733,35.88,36.84,0.6433,0.64,64.12,63.16,0.27,26.91,control,control8,0.5041500000000001
4362,32.3733,1.03,1.0167,0.38,0.37,36.89,36.39,0.65,0.6467,63.11,63.61,0.28,27.18,control,control8,0.511675
4363,33.3933,1.02,1.0233,0.37,0.37,36.27,36.16,0.65,0.6533,63.73,63.84,0.28,27.45,control,control8,0.5108250000000001
4364,34.4467,1.0533,1.0467,0.39,0.3967,37.03,37.9,0.6633,0.65,62.97,62.1,0.2667,25.32,control,control8,0.5249999999999999
4365,35.4833,1.0367,1.0433,0.37,0.3833,35.69,36.74,0.6667,0.66,64.31,63.26,0.2833,27.33,control,control8,0.52
4366,36.5233,1.04,1.0333,0.38,0.3833,36.54,37.1,0.66,0.65,63.46,62.9,0.2767,26.6,control,control8,0.518325
4367,37.55,1.0267,1.0433,0.36,0.3833,35.06,36.74,0.6667,0.66,64.94,63.26,0.2833,27.6,control,control8,0.5175
4368,38.58,1.03,1.0267,0.38,0.3767,36.89,36.69,0.65,0.65,63.11,63.31,0.2733,26.54,control,control8,0.514175
4369,39.62,1.04,1.0267,0.38,0.38,36.54,37.01,0.66,0.6467,63.46,62.99,0.28,26.92,control,control8,0.516675
4370,40.6367,1.0167,1.0033,0.3767,0.3533,37.05,35.22,0.64,0.65,62.95,64.78,0.2867,28.2,control,control8,0.505
4371,41.6767,1.04,1.0333,0.3967,0.3767,38.14,36.45,0.6433,0.6567,61.86,63.55,0.2667,25.64,control,control8,0.518325
4372,42.71,1.0333,1.06,0.3733,0.3867,36.13,36.48,0.66,0.6733,63.87,63.52,0.2733,26.45,control,control8,0.523325
4373,43.7633,1.0533,1.0267,0.3933,0.3733,37.34,36.36,0.66,0.6533,62.66,63.64,0.2867,27.22,control,control8,0.52
4374,44.7933,1.03,1.0333,0.39,0.3533,37.86,34.19,0.64,0.68,62.14,65.81,0.2867,27.83,control,control8,0.515825
4375,45.85,1.0567,1.0667,0.3833,0.3967,36.28,37.19,0.6733,0.67,63.72,62.81,0.2767,26.18,control,control8,0.53085
4376,46.9067,1.0567,1.07,0.3733,0.4033,35.33,37.69,0.6833,0.6667,64.67,62.31,0.28,26.5,control,control8,0.531675
4377,47.9633,1.0567,1.0467,0.3867,0.3867,36.59,36.94,0.67,0.66,63.41,63.06,0.2833,26.81,control,control8,0.5258499999999999
4378,49.0133,1.05,1.05,0.3867,0.39,36.83,37.14,0.6633,0.66,63.17,62.86,0.2733,26.03,control,control8,0.525
4379,50.0733,1.06,1.06,0.3767,0.3967,35.53,37.42,0.6833,0.6633,64.47,62.58,0.2867,27.04,control,control8,0.53
4380,51.14,1.0667,1.0667,0.38,0.4,35.62,37.5,0.6867,0.6667,64.38,62.5,0.2867,26.88,control,control8,0.53335
4381,52.1933,1.0533,1.0567,0.38,0.3967,36.08,37.54,0.6733,0.66,63.92,62.46,0.2767,26.27,control,control8,0.5275
4382,53.24,1.0467,1.0633,0.36,0.4,34.39,37.62,0.6867,0.6633,65.61,62.38,0.2867,27.39,control,control8,0.5275
